name,state,district,beds,coords,emergency,ambulance,lat,lon
Urmila Nursing Home,Bihar,Khagaria,106.0,"25.5053956, 86.4636642",False,False,25.5053956,86.4636642
Sri Krishna Memorial College and Hospital,Bihar,Muzaffarpur,111.0,"26.1208876, 85.3647201",False,False,26.1208876,85.3647201
Ayushman Nursing Home,Bihar,Muzaffarpur,87.0,"26.1246831, 85.3994167",False,False,26.1246831,85.3994167
Dr. Brajesh Kumar Ortho and Trauma Care,Bihar,Muzaffarpur,82.0,"26.1290285, 85.3766632",False,False,26.1290285,85.3766632
Mishra Hospital,Bihar,Muzaffarpur,117.0,"26.1291143, 85.3733105",False,False,26.1291143,85.3733105
Muzaffarpur Heart Hospital and Research Centre Pvt. Ltd.,Bihar,Muzaffarpur,114.0,"26.1229787, 85.3839684",False,False,26.1229787,85.3839684
R.P.M.C.Hospital,Bihar,Muzaffarpur,84.0,"26.128882, 85.3725692",False,False,26.128882,85.3725692
Sanjeevani Clinic and Nursing Home,Bihar,Muzaffarpur,108.0,"26.1288636, 85.3755816",False,False,26.1288636,85.3755816
Sight Care,Bihar,Muzaffarpur,95.0,"26.12895, 85.3746657",False,False,26.12895,85.3746657
Standard Diagnostics,Bihar,Muzaffarpur,109.0,"26.1293142, 85.3746397",False,False,26.1293142,85.3746397
Aseem Healthcare and Trauma Centre,Bihar,Muzaffarpur,95.0,"26.1337646, 85.3876455",False,False,26.1337646,85.3876455
Roy Nursing Home and Maternity Centre,Bihar,Muzaffarpur,87.0,"26.1189406, 85.3773802",False,False,26.1189406,85.3773802
Care Nursing Home,Bihar,Muzaffarpur,95.0,"25.7655889, 84.1506255",False,False,25.7655889,84.1506255
Shri Krishna Medical College And Hospital,Bihar,Muzaffarpur,102.0,"26.1658856, 85.3936958",False,False,26.1658856,85.3936958
Sharda Laxmi Surgery Centre,Bihar,Nalanda,119.0,"25.1992111, 85.5295189",False,False,25.1992111,85.5295189
Dr. B.R. Ambedkar Hospital and Research Centre,Bihar,Nalanda,80.0,"25.3068221, 85.2773191",False,False,25.3068221,85.2773191
Gokul Pariwar and Shishu Swasthya Kendra,Bihar,Nalanda,99.0,"25.1240603, 85.4594749",False,False,25.1240603,85.4594749
Ashirbad Sewa Sanstha,Bihar,Nalanda,118.0,"25.1982147, 85.5148735",False,False,25.1982147,85.5148735
Bihar Clinic,Bihar,Nalanda,111.0,"25.2086056, 85.5161612",False,False,25.2086056,85.5161612
Dr. Maj.Sanjay Kumar,Bihar,Nalanda,91.0,"25.203121, 85.538811",False,False,25.203121,85.538811
Harihar Hospital,Bihar,Nalanda,117.0,"25.2735985, 85.5306855",False,False,25.2735985,85.5306855
Jaya Nursing Home,Bihar,Nalanda,112.0,"25.2065728, 85.520158",False,False,25.2065728,85.520158
Jeevan Jyoti Hospital,Bihar,Nalanda,102.0,"25.2046142, 85.5174934",False,False,25.2046142,85.5174934
Khushboo Hospital,Bihar,Nalanda,81.0,"25.1803482, 85.5108935",False,False,25.1803482,85.5108935
Kisan Nursing Home and Hospital Pvt Ltd,Bihar,Nalanda,100.0,"25.0172573, 85.4161642",False,False,25.0172573,85.4161642
Opolo Surgical and Urology Centre,Bihar,Nalanda,88.0,"25.2334134, 85.5163184",False,False,25.2334134,85.5163184
Orthocare,Bihar,Nalanda,80.0,"25.2097597, 85.5165733",False,False,25.2097597,85.5165733
Prashant Nursing Home,Bihar,Nalanda,82.0,"25.196619, 85.5110104",False,False,25.196619,85.5110104
Satyam Nursing Home,Bihar,Nalanda,105.0,"25.2086403, 85.5165191",False,False,25.2086403,85.5165191
Sms Nursing Home,Bihar,Nalanda,97.0,"25.2218021, 85.2282525",False,False,25.2218021,85.2282525
Sri Mahavir Arogya Sewa Sansthan and Research Institute,Bihar,Nalanda,97.0,"25.0329651, 85.4152064",False,False,25.0329651,85.4152064
Magadh Hospital and Research Centre,Bihar,Nalanda,109.0,"25.018029, 85.6431305",False,False,25.018029,85.6431305
Aadarsh Nursing Home,Bihar,Nawada,85.0,"24.8895703, 85.5449206",False,False,24.8895703,85.5449206
Magadh Institute Of Para Medical Science,Bihar,Nawada,81.0,"24.7980749, 85.544482",False,False,24.7980749,85.544482
Surgical Centre,Bihar,Nawada,81.0,"25.5560515, 84.6615387",False,False,25.5560515,84.6615387
Tathagat Hospital,Bihar,Nawada,97.0,"24.9316459, 85.4352898",False,False,24.9316459,85.4352898
Maa Tara Hospital and Research Centre,Bihar,Nawada,99.0,"24.8982557, 85.8273726",False,False,24.8982557,85.8273726
Yadav Health Clinic,Bihar,Nawada,97.0,"24.6550061, 85.4076056",False,False,24.6550061,85.4076056
Patna Medical College and Hospital,Bihar,Patna,104.0,"21.2441227, 81.620034",False,False,21.2441227,81.620034
Nalanda Medical College and Hospital,Bihar,Patna,81.0,"25.5956821, 85.1405668",False,False,25.5956821,85.1405668
Indira Gandhi Institute of Medical Sciences,Bihar,Patna,104.0,"25.6043971, 85.093884",False,False,25.6043971,85.093884
Paras HMRI Hospital,Bihar,Patna,115.0,"23.7408738, 90.4024452",False,False,23.7408738,90.4024452
Kurji Holy Family Hospital,Bihar,Patna,93.0,"25.5940947, 85.1375645",False,False,25.5940947,85.1375645
Sahyog Hospital,Bihar,Patna,82.0,"25.627595, 85.1080322",False,False,25.627595,85.1080322
Dr. Bimal Hospital and Research Center,Bihar,Patna,85.0,"25.6046194, 85.0884757",False,False,25.6046194,85.0884757
Magadh Hospital,Bihar,Patna,92.0,"25.6062727, 85.1650548",False,False,25.6062727,85.1650548
Arvind Hospital,Bihar,Patna,113.0,"25.612207, 85.1980334",False,False,25.612207,85.1980334
Advanced Neuro Diagnostic Centre,Bihar,Patna,100.0,"25.6159951, 85.1524735",False,False,25.6159951,85.1524735
Akshat Seva Sadan,Bihar,Patna,113.0,"29.5900771, 77.3688513",False,False,29.5900771,77.3688513
Anami Orthopaedics,Bihar,Patna,83.0,"25.5874959, 85.1010563",False,False,25.5874959,85.1010563
Chikitsa Nursing Home,Bihar,Patna,91.0,"25.5912278, 85.1401577",False,False,25.5912278,85.1401577
Child Hospital,Bihar,Patna,111.0,"25.6159353, 85.120699",False,False,25.6159353,85.120699
Childrens Hospital,Bihar,Patna,111.0,"25.6123454, 85.1429652",False,False,25.6123454,85.1429652
D N Singh Memorial Trust,Bihar,Patna,92.0,"25.6132531, 85.113058",False,False,25.6132531,85.113058
Hai Medicare and Research Institute,Bihar,Patna,99.0,"25.6049962, 85.0846588",False,False,25.6049962,85.0846588
Jeevak Shalya Nilayam,Bihar,Patna,108.0,"25.6156445, 85.1203219",False,False,25.6156445,85.1203219
Jyoti Punj Hospital,Bihar,Patna,85.0,"25.615181, 85.115427",False,False,25.615181,85.115427
Keshav Hospital Pvt Ltd,Bihar,Patna,108.0,"25.6218162, 85.0436255",False,False,25.6218162,85.0436255
Laxmi Nursing Home Pvt. Ltd,Bihar,Patna,102.0,"25.6236906, 85.1242362",False,False,25.6236906,85.1242362
Max Care Hospital And Research Institute Pvt. Ltd.,Bihar,Patna,84.0,"25.1416937, 85.8628915",False,False,25.1416937,85.8628915
Orthopadic Center,Bihar,Gaya,89.0,"24.7880046, 84.987361",False,False,24.7880046,84.987361
P.K.Nursing Home Awam Maternity Centre,Bihar,Patna,104.0,"25.622292, 85.0866494",False,False,25.622292,85.0866494
Sheila Urology Centre,Bihar,Patna,110.0,"25.863923, 85.7685869",False,False,25.863923,85.7685869
Sparsh Haritage Hospital,Bihar,Patna,94.0,"25.5872228, 85.134409",False,False,25.5872228,85.134409
Arvind Diabetic Critical Care Hospital,Bihar,Patna,98.0,"25.6162448, 85.1792116",False,False,25.6162448,85.1792116
Indira Nursing Home,Bihar,Patna,88.0,"25.5793825, 85.0947601",False,False,25.5793825,85.0947601
Pataliputra Nursing Home,Bihar,Patna,100.0,"25.5843532, 85.0930164",False,False,25.5843532,85.0930164
Ranjana Singh Nursing Home,Bihar,Patna,107.0,"26.5795938, 83.9668724",False,False,26.5795938,83.9668724
M.G.M Hospital And Research Centre Pvt Ltd,Bihar,Patna,112.0,"25.6080544, 85.153773",False,False,25.6080544,85.153773
Priya Clinic,Bihar,Patna,83.0,"25.6104354, 85.1489576",False,False,25.6104354,85.1489576
Hii Tech Emergency Hospital,Bihar,Patna,116.0,"25.6214145, 85.041574",False,False,25.6214145,85.041574
Pandey Nursing Home,Bihar,Patna,117.0,"25.6012318, 85.1524735",False,False,25.6012318,85.1524735
Siddiqui Nursing Home and M.R.C. Pvt. Ltd.,Bihar,Patna,86.0,"25.6172089, 85.1497369",False,False,25.6172089,85.1497369
Sri Vinayak Hospital,Bihar,Patna,106.0,"25.0960742, 85.3131194",False,False,25.0960742,85.3131194
Imdad Medicare Research Institute,Bihar,Patna,107.0,"25.6089895, 85.1831203",False,False,25.6089895,85.1831203
Ram Ratan Hospital,Bihar,Patna,101.0,"25.6091377, 85.1736887",False,False,25.6091377,85.1736887
Aditya Hospital,Bihar,Patna,93.0,"25.5983515, 85.1976496",False,False,25.5983515,85.1976496
Akriti Nursing Home,Bihar,Patna,86.0,"25.5977535, 85.204372",False,False,25.5977535,85.204372
Polo Hospital,Bihar,Patna,81.0,"25.6047002, 85.2109341",False,False,25.6047002,85.2109341
Pragya Nursing Home,Bihar,Patna,106.0,"25.4982567, 85.1868137",False,False,25.4982567,85.1868137
Raj Lakshmi Chikitsa Kendra,Bihar,Patna,117.0,"19.2647208, 84.8620054",False,False,19.2647208,84.8620054
Tripolia Social Service Hospital,Bihar,Patna,89.0,"25.6096329, 85.2035187",False,False,25.6096329,85.2035187
The Birth Maternity Home,Bihar,Patna,100.0,"23.1620527, 79.9365114",False,False,23.1620527,79.9365114
Advance Ortho Care Centre,Bihar,Patna,100.0,"25.6039728, 85.1116902",False,False,25.6039728,85.1116902
Renuka Orthopaedic Hospital,Bihar,Patna,111.0,"25.6284609, 85.1086413",False,False,25.6284609,85.1086413
Shah Maternity Clinic,Bihar,Patna,96.0,"25.626297, 85.1070859",False,False,25.626297,85.1070859
Agrawal Maternity Centre,Bihar,Patna,90.0,"25.6032727, 85.079567",False,False,25.6032727,85.079567
Divya Jyoti Nursing Home,Bihar,Patna,97.0,"25.6048365, 85.084244",False,False,25.6048365,85.084244
Indira Gandhi Istitute Of Medical Science Sheikhpu,Bihar,Sheikhpura,108.0,"25.6058695, 85.0921648",False,False,25.6058695,85.0921648
Punam Surgical and Maternity Clinic,Bihar,Sheikhpura,117.0,"25.6072294, 85.0894362",False,False,25.6072294,85.0894362
Shyamal Hospital,Bihar,Patna,88.0,"25.6084842, 85.0771133",False,False,25.6084842,85.0771133
A K Nursing Home,Bihar,Patna,108.0,"25.579441, 85.1249009",False,False,25.579441,85.1249009
Bharti Nursing Home,Bihar,Patna,107.0,"24.6532356, 85.5045711",False,False,24.6532356,85.5045711
Chakore Nursing Home,Bihar,Patna,90.0,"25.6058103, 85.1621713",False,False,25.6058103,85.1621713
Dr. Usha Didwania Nursing Home,Bihar,Patna,101.0,"25.6087859, 85.1600238",False,False,25.6087859,85.1600238
Institute Of Orthopaedic Research and Fracture Surge,Bihar,Patna,87.0,"25.6049171, 85.1627788",False,False,25.6049171,85.1627788
Laxman Care Centre,Bihar,Patna,94.0,"17.3223105, 78.4033528",False,False,17.3223105,78.4033528
Magadh Hospital,Bihar,Patna,96.0,"25.6090586, 85.1583778",False,False,25.6090586,85.1583778
Mma Hospital and Research Centre,Bihar,Patna,102.0,"25.6083424, 85.1606059",False,False,25.6083424,85.1606059
Shanti Maternity Centre,Bihar,Patna,80.0,"25.6066931, 85.1611449",False,False,25.6066931,85.1611449
Shiv Shishu Hospital,Bihar,Patna,116.0,"25.5908214, 85.1600824",False,False,25.5908214,85.1600824
Siddharth Multispeciality Hospital,Bihar,Patna,87.0,"25.607433, 85.1604524",False,False,25.607433,85.1604524
Syamala Clinic and Maternity Research Centre,Bihar,Patna,92.0,"30.3411426, 78.0229465",False,False,30.3411426,78.0229465
Abhinandan Hospital,Bihar,Patna,102.0,"25.5992827, 85.1579665",False,False,25.5992827,85.1579665
Anand Hospital,Bihar,Patna,80.0,"25.5989158, 85.1547144",False,False,25.5989158,85.1547144
Apollo Trauma Centre,Bihar,Patna,114.0,"25.5931768, 85.152702",False,False,25.5931768,85.152702
Appolo Burns Hospital,Bihar,Patna,103.0,"25.5927658, 85.1868137",False,False,25.5927658,85.1868137
Chanakya Hospital,Bihar,Patna,84.0,"25.5938179, 85.1605332",False,False,25.5938179,85.1605332
Child Care Center,Bihar,Patna,100.0,"25.59422, 85.158572",False,False,25.59422,85.158572
Gayatri Nursing Home and Maternity Centre,Bihar,Patna,86.0,"25.5910876, 85.1476761",False,False,25.5910876,85.1476761
K D Hospital,Bihar,Patna,107.0,"25.6258981, 85.084672",False,False,25.6258981,85.084672
Krishna City Hospital,Bihar,Patna,119.0,"25.5911655, 85.1488687",False,False,25.5911655,85.1488687
Kumar Clinic,Bihar,Patna,88.0,"25.5961287, 85.1544179",False,False,25.5961287,85.1544179
Mithila Hospital,Bihar,Darbhanga,115.0,"26.1780379, 85.871383",False,False,26.1780379,85.871383
Nav Sharda Aspatal Pvt Ltd,Bihar,Patna,91.0,"25.6005446, 85.1536377",False,False,25.6005446,85.1536377
New Kumar Nursing Home,Bihar,Patna,106.0,"25.5870989, 85.1492328",False,False,25.5870989,85.1492328
Patna Bone And Spine Hospital Pvt Ltd,Bihar,Patna,92.0,"25.6000486, 85.155485",False,False,25.6000486,85.155485
S. R. Hospital,Bihar,Patna,113.0,"25.5826821, 85.1556638",False,False,25.5826821,85.1556638
Shanti Navjeevan Hospital Pvt. Ltd.,Bihar,Patna,96.0,"25.5849583, 85.1583755",False,False,25.5849583,85.1583755
Sri Ram Hospital and Research Centre,Bihar,Patna,101.0,"25.6028556, 85.1584841",False,False,25.6028556,85.1584841
Suman Nursing Home,Bihar,Patna,100.0,"25.5967269, 85.1725618",False,False,25.5967269,85.1725618
Dr S M Hospital and Research Centre,Bihar,Patna,118.0,"25.6232041, 85.0993966",False,False,25.6232041,85.0993966
Dr.Rupam Sinha Clinic,Bihar,Patna,91.0,"28.4686572, 77.0183558",False,False,28.4686572,77.0183558
Shivam Chikisalya Kendra,Bihar,Patna,100.0,"25.6296527, 85.0958184",False,False,25.6296527,85.0958184
Specialist Clinic and Nursing Home,Bihar,Patna,92.0,"21.8167626, 80.189731",False,False,21.8167626,80.189731
Sarvamangla Clinic,Bihar,Patna,87.0,"25.5935255, 85.1738865",False,False,25.5935255,85.1738865
Aarogya Hospital,Bihar,Patna,111.0,"25.5614086, 84.8721468",False,False,25.5614086,84.8721468
New Kumar Nursing Home,Bihar,Patna,90.0,"25.5025953, 84.9635478",False,False,25.5025953,84.9635478
Ekram Nursing Home,Bihar,Patna,101.0,"25.3271021, 84.8007315",False,False,25.3271021,84.8007315
Ashutosh Memorial Hospital,Bihar,Patna,104.0,"25.6220776, 85.0432882",False,False,25.6220776,85.0432882
Anshuman Nursing Home and Maternity Centre,Bihar,Patna,107.0,"25.5832082, 85.0927523",False,False,25.5832082,85.0927523
Sri Durga Arogya Niketan,Bihar,Patna,110.0,"25.5110487, 85.3084516",False,False,25.5110487,85.3084516
Janta Poly Clinic,Bihar,Patna,92.0,"25.458213, 85.5332491",False,False,25.458213,85.5332491
Pushpa Hospital,Bihar,Patna,101.0,"25.4583171, 85.5349615",False,False,25.4583171,85.5349615
Nazareth Hospital,Bihar,Patna,98.0,"25.3961861, 85.917677",False,False,25.3961861,85.917677
Awadh Hospital,Bihar,Patna,108.0,"25.3512814, 85.0311411",False,False,25.3512814,85.0311411
Tridev Health Care and Research Educational Welfare and Charitable Trust,Bihar,Patna,104.0,"25.5498528, 85.1189394",False,False,25.5498528,85.1189394
Divya Clinic,Bihar,Purnia,95.0,"25.781808, 87.488871",False,False,25.781808,87.488871
"Sub.Div.Hospital,Banmankhi",Bihar,Purnia,87.0,"25.8872792, 87.1946269",False,False,25.8872792,87.1946269
"Ref.Hospital,Dhamdaha,Purnea",Bihar,Purnia,80.0,"25.7424311, 87.1830995",False,False,25.7424311,87.1830995
Hope Superspeciality Hospital Pvt Ltd,Bihar,Purnia,89.0,"25.7923034, 87.4975335",False,False,25.7923034,87.4975335
Indra Gandhi Memorial Seva Sansthan,Bihar,Purnia,100.0,"26.8745449, 80.9819291",False,False,26.8745449,80.9819291
Raza Nursing Home,Bihar,Purnia,96.0,"30.9184526, 75.8348296",False,False,30.9184526,75.8348296
Shanti Memorial Hospital,Bihar,Purnia,99.0,"25.8704418, 87.634628",False,False,25.8704418,87.634628
Rita Memorial Hospital,Bihar,Rohtas,98.0,"25.2257168, 84.2621294",False,False,25.2257168,84.2621294
Anand Hospital And Research Centre,Bihar,Rohtas,116.0,"31.5644469, 74.3846627",False,False,31.5644469,74.3846627
Bindawasini N Home,Bihar,Rohtas,83.0,"24.9489545, 84.0134408",False,False,24.9489545,84.0134408
Narayan Medical College And Hospital,Bihar,Rohtas,99.0,"24.9388933, 84.0986459",False,False,24.9388933,84.0986459
Peoples Nursing Home,Bihar,Rohtas,89.0,"25.1268541, 83.9241376",False,False,25.1268541,83.9241376
Rai Surgery Clinic,Bihar,Rohtas,103.0,"24.8973998, 91.8856841",False,False,24.8973998,91.8856841
Ashish Nursing Home,Bihar,Rohtas,116.0,"24.9134241, 84.1792848",False,False,24.9134241,84.1792848
Bose Clinic,Bihar,Rohtas,117.0,"24.9277351, 84.1909841",False,False,24.9277351,84.1909841
Rohtas Nursing Home,Bihar,Rohtas,119.0,"24.9120273, 84.1888229",False,False,24.9120273,84.1888229
Ashirvad Nursing Home,Bihar,Saharsa,117.0,"25.8801297, 86.5829699",False,False,25.8801297,86.5829699
Ayush Nursing Home,Bihar,Saharsa,83.0,"32.9268284, 73.7301953",False,False,32.9268284,73.7301953
Drishti Eye Care Centre,Bihar,Saharsa,96.0,"24.588231, 73.7421352",False,False,24.588231,73.7421352
Ganga Hospital(Maternity and Ortho Centre),Bihar,Saharsa,86.0,"25.8747277, 86.5872377",False,False,25.8747277,86.5872377
Koshi Nursing Home,Bihar,Saharsa,103.0,"25.8713189, 86.5881169",False,False,25.8713189,86.5881169
Mahaveer Hospital and Orthocare Centre,Bihar,Saharsa,116.0,"25.8733282, 86.5791485",False,False,25.8733282,86.5791485
P.K. Hospital,Bihar,Saharsa,95.0,"25.8873288, 86.5908524",False,False,25.8873288,86.5908524
Surya Hospital,Bihar,Saharsa,98.0,"28.6513402, 77.1196321",False,False,28.6513402,77.1196321
A Y Medical and Research Institute,Bihar,Samastipur,98.0,"25.869738, 85.7910095",False,False,25.869738,85.7910095
Aditi Eye Care,Bihar,Samastipur,98.0,"23.6405364, 90.9211698",False,False,23.6405364,90.9211698
Bharat Nursing Home,Bihar,Samastipur,101.0,"25.7567406, 85.777076",False,False,25.7567406,85.777076
Bhawani Nursing Home and Maternity Center,Bihar,Samastipur,103.0,"25.8615223, 85.7758792",False,False,25.8615223,85.7758792
Krishna Laparoscopic Surgical and Maternity Hospital,Bihar,Samastipur,109.0,"25.8514337, 85.7705092",False,False,25.8514337,85.7705092
Lifeline Hospital,Bihar,Samastipur,117.0,"25.7495914, 86.0379079",False,False,25.7495914,86.0379079
Maa Dhumavati Hospital,Bihar,Samastipur,110.0,"27.2829667, 80.8318247",False,False,27.2829667,80.8318247
Maa Tara Nursing Home,Bihar,Samastipur,115.0,"25.8580788, 85.7961333",False,False,25.8580788,85.7961333
Mala Nursing Home Laproscopic and Endoscopic Clinic,Bihar,Samastipur,115.0,"25.8558469, 85.7755958",False,False,25.8558469,85.7755958
Navjyoti Hospital,Bihar,Samastipur,112.0,"25.8607624, 85.7781428",False,False,25.8607624,85.7781428
Shikha Healthcare Centre,Bihar,Samastipur,90.0,"25.8910406, 85.7397723",False,False,25.8910406,85.7397723
Lakhotia Clinic,Bihar,Samastipur,83.0,"25.7567857, 86.0274622",False,False,25.7567857,86.0274622
Chandraprabha Jeevan Hospital,Bihar,Saran,85.0,"25.745902, 84.9999543",False,False,25.745902,84.9999543
Patna Nursing Home and Maternity Center,Bihar,Saran,93.0,"25.9651053, 84.5353247",False,False,25.9651053,84.5353247
Arogya Niketan,Bihar,Saran,118.0,"25.7707485, 85.0363372",False,False,25.7707485,85.0363372
Uphar Sewa Sadan,Bihar,Saran,114.0,"25.7819118, 84.7430018",False,False,25.7819118,84.7430018
Vaidehi Aarogya Sadan,Bihar,Saran,105.0,"25.7834863, 84.7363077",False,False,25.7834863,84.7363077
Singh Hospital Research Center,Bihar,Sheikhpura,84.0,"25.2207678, 85.7318435",False,False,25.2207678,85.7318435
Dr K Purushottam Hospital,Bihar,Sheikhpura,99.0,"25.1323467, 85.8522995",False,False,25.1323467,85.8522995
Nishi Nursing Home and Hospital,Bihar,Sheikhpura,89.0,"20.4697957, 85.8883197",False,False,20.4697957,85.8883197
Sri Ram Hospital and Research Centre,Bihar,Sheikhpura,115.0,"19.4277089, 72.8133864",False,False,19.4277089,72.8133864
Nandipat Memorial Laproscopic and General Surgery Centre.,Bihar,Sitamarhi,118.0,"26.5684617, 85.528131",False,False,26.5684617,85.528131
Shreya Nursing Home,Bihar,Sheohar,118.0,"22.5404893, 88.339408",False,False,22.5404893,88.339408
Soumya Nursing Home,Bihar,Sheohar,114.0,"26.5145872, 85.2942313",False,False,26.5145872,85.2942313
Dhanwantri Nursing Home and Research Centre,Bihar,Sitamarhi,115.0,"26.5642577, 85.5154243",False,False,26.5642577,85.5154243
Pupri Hospital and Rural Surgical Centre,Bihar,Sitamarhi,99.0,"26.4567342, 85.7012621",False,False,26.4567342,85.7012621
Baijnath Nursing Home Research Centre,Bihar,Sitamarhi,103.0,"26.6036356, 85.4909795",False,False,26.6036356,85.4909795
Dr. Renu Chatterjee,Bihar,Sitamarhi,104.0,"26.5956762, 85.4951865",False,False,26.5956762,85.4951865
Dr.Lata Gupta Nursing Home,Bihar,Sitamarhi,115.0,"26.5907057, 85.4883121",False,False,26.5907057,85.4883121
Nidan Hospital,Bihar,Sitamarhi,103.0,"26.5949547, 85.4890908",False,False,26.5949547,85.4890908
R.S Hospital and Research Centre,Bihar,Sitamarhi,109.0,"26.6771384, 85.5455068",False,False,26.6771384,85.5455068
Ram Sati Devi Memorial Hospital,Bihar,Sitamarhi,107.0,"26.5573032, 85.5455",False,False,26.5573032,85.5455
Sbs Hospitak,Bihar,Sitamarhi,114.0,"26.7360933, 85.2774207",False,False,26.7360933,85.2774207
Narayan Nursing Home,Bihar,Sitamarhi,107.0,"26.4689553, 85.7007007",False,False,26.4689553,85.7007007
Calcutta Nursing Home,Bihar,Siwan,95.0,"26.2265771, 84.3635782",False,False,26.2265771,84.3635782
Raiyan Nursing Home,Bihar,Siwan,99.0,"28.6494743, 70.6619263",False,False,28.6494743,70.6619263
Sufia Nursing Home,Bihar,Siwan,112.0,"26.2172565, 84.3620911",False,False,26.2172565,84.3620911
Urniss Ent and Head Neck Clinic and Audiology Centre,Bihar,Siwan,106.0,"25.5093062, 86.4756687",False,False,25.5093062,86.4756687
Rajmahal Lifecare Nursing Home,Bihar,Siwan,97.0,"27.4004383, 83.7053003",False,False,27.4004383,83.7053003
Dr Mehta Emergncy General Hptl,Bihar,Supaul,111.0,"26.315238, 86.8456793",False,False,26.315238,86.8456793
Anant Nursing Home,Bihar,Supaul,99.0,"26.1317087, 86.6107106",False,False,26.1317087,86.6107106
Barfi Karak Memorial Health and Welfare Foundation,Bihar,Supaul,103.0,"24.590694, 73.696938",False,False,24.590694,73.696938
R. K. Hospital,Bihar,Supaul,94.0,"25.3156354, 86.4902843",False,False,25.3156354,86.4902843
Sun Medicare,Bihar,Supaul,100.0,"26.1209629, 86.600694",False,False,26.1209629,86.600694
Adarsh Hospital and Research Centre,Bihar,Vaishali,93.0,"27.687672, 76.4483551",False,False,27.687672,76.4483551
Agarwal Nursing Home,Bihar,Vaishali,116.0,"28.237987, 83.9955879",False,False,28.237987,83.9955879
Kunal Nursing Home,Bihar,Vaishali,104.0,"25.7269462, 85.5188522",False,False,25.7269462,85.5188522
Vaishali Nursing Home,Bihar,Vaishali,103.0,"22.915403, 91.1415052",False,False,22.915403,91.1415052
Chetnarayan Maternity Home,Bihar,Vaishali,101.0,"25.8639603, 85.1764491",False,False,25.8639603,85.1764491
Maheshwar Nursing Home,Bihar,Vaishali,85.0,"22.1772853, 75.5829782",False,False,22.1772853,75.5829782
Poonam Surgery,Bihar,Vaishali,80.0,"22.9583266, 91.123561",False,False,22.9583266,91.123561
Sumitra Seva Sadan,Bihar,Vaishali,81.0,"25.3359129, 83.5995013",False,False,25.3359129,83.5995013
Sumiram Hospital,Bihar,Vaishali,101.0,"25.6648322, 85.3254764",False,False,25.6648322,85.3254764
Asha Hospital and Research Centre,Bihar,West Champaran,91.0,"26.8028048, 84.5169757",False,False,26.8028048,84.5169757
Dr.Deepak Jayswals Hosital,Bihar,West Champaran,86.0,"26.7968036, 84.498316",False,False,26.7968036,84.498316
Sweksha Nursing Home,Bihar,West Champaran,101.0,"27.2590444, 84.0180642",False,False,27.2590444,84.0180642
Dr.Suresh Prassad,Bihar,West Champaran,107.0,"26.8050128, 84.5093334",False,False,26.8050128,84.5093334
Shivam Memorial Hospital,Bihar,West Champaran,104.0,"26.8651447, 84.3476321",False,False,26.8651447,84.3476321
Aapna Health Care Centre,Bihar,West Champaran,82.0,"26.9950297, 84.4041343",False,False,26.9950297,84.4041343
Ganpati Nursing Home,Bihar,West Champaran,87.0,"26.9948214, 84.3988806",False,False,26.9948214,84.3988806
Navajeen Clinic and Chest Care Centre,Bihar,West Champaran,114.0,"27.106337, 84.4750137",False,False,27.106337,84.4750137
Shivam Hospital,Bihar,West Champaran,118.0,"26.6891442, 84.5785528",False,False,26.6891442,84.5785528
Government Medical College and Hospital,Chandigarh,Chandigarh,104.0,"30.6892033, 76.7538467",False,False,30.6892033,76.7538467
Chaitanya Hospital,Chandigarh,Chandigarh,84.0,"30.7433088, 76.7971802",False,False,30.7433088,76.7971802
Silver Oaks Hospitals,Chandigarh,Chandigarh,90.0,"30.6915027, 76.7314877",False,False,30.6915027,76.7314877
Chaitanya Hospital,Chandigarh,Chandigarh,91.0,"18.9651504, 72.8334008",False,False,18.9651504,72.8334008
Grewal Eye Institute / Grewal Hospital,Chandigarh,Chandigarh,89.0,"30.732171, 76.796313",False,False,30.732171,76.796313
Rameshwara Hospital / Rameswara Nursing Home Pvt. Ltd.,Chandigarh,Chandigarh,103.0,"30.7619248, 76.7848655",False,False,30.7619248,76.7848655
Pgi Chandigarh,Chandigarh,Chandigarh,107.0,"30.7610543, 76.7755801",False,False,30.7610543,76.7755801
Abhilasha Hospital,Chandigarh,Chandigarh,116.0,"26.266905, 73.0022568",False,False,26.266905,73.0022568
Dharam Hospital,Chandigarh,Chandigarh,100.0,"19.0809074, 73.000498",False,False,19.0809074,73.000498
Dhavan's Jeevan Deep Liver Gastro And Endoscopy Centre,Chandigarh,Chandigarh,87.0,"30.749886, 76.777604",False,False,30.749886,76.777604
Jiwan Hospital,Chandigarh,Chandigarh,97.0,"30.7399738, 76.7567368",False,False,30.7399738,76.7567368
P N Urology Center,Chandigarh,Chandigarh,85.0,"30.7365004, 76.7318447",False,False,30.7365004,76.7318447
Sangam Hospital,Chandigarh,Chandigarh,91.0,"22.3187701, 87.3091747",False,False,22.3187701,87.3091747
Dogra Nursing Home and Endoscopy Centre,Chandigarh,Chandigarh,81.0,"30.7319267, 76.7949614",False,False,30.7319267,76.7949614
Oxford Heart and Multispeciality Hospital,Chandigarh,Chandigarh,95.0,"28.6448172, 77.1020682",False,False,28.6448172,77.1020682
Abhivan Medicare Kidney and Dialysis Center,Chandigarh,Chandigarh,82.0,"30.748074, 76.774663",False,False,30.748074,76.774663
